"PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","Activity"
-0.888747797910274,2.80109807605725,-0.48677577526826,1.22547249609326,-0.53388597955959,0.15959845877721,-0.502091360012228,0.313174349224082,"L1"
-0.989915920897568,2.75285436428261,-0.272541449714155,1.08122601979521,-0.440902113574611,0.197653681728279,-0.557270441560684,0.209933494574186,"L1"
-0.94637529050199,2.75569556256011,-0.336915287924813,1.12829006852537,-0.442745939133091,0.121416601325247,-0.490311036763918,0.282646210405149,"L1"
-1.00175970762987,2.70867999245683,-0.314693632217044,1.10308121585245,-0.475944471198044,0.0146884686792027,-0.516551141490057,0.270651412227339,"L1"
-0.95789289911189,2.45247258996061,-0.784059022596214,1.57330717324367,-0.687396929376238,-1.02093473808478,-0.394592046412756,0.334370798381411,"L1"
-0.959947342912054,2.99743311274113,0.0652041376131463,0.700063708609416,-0.167441405983762,1.22938449565152,-0.652282194391449,0.192161528784518,"L1"
-0.959562073130095,2.73302973873042,-0.32927875014416,1.15270031843017,-0.46567147525987,0.036882175835101,-0.489712030605579,0.246980570781703,"L1"
-0.99043823185234,2.76241645619424,-0.33461871749696,1.18770239995521,-0.470985052105811,0.0796428304510554,-0.468915032756184,0.280819297298449,"L1"
-0.942510777571595,2.78028674596242,-0.436796712333635,1.24142443838494,-0.538188739919059,0.0923027847432847,-0.518150064717054,0.32548823471085,"L1"
-0.991169058773086,2.79762324751123,-0.327876195361751,1.10259875427207,-0.460016053205882,0.241182692250019,-0.542307174099673,0.224567568013265,"L1"
-1.02078921502191,2.72489686674405,-0.312698369868569,1.08433918801328,-0.441245997853876,0.168939683592247,-0.515357172372023,0.194882813152803,"L1"
-0.992083514810951,2.74160778898672,-0.191301925992192,1.03002730019855,-0.377189089712093,0.18639542176972,-0.551925016052666,0.17669172016144,"L1"
-0.935707061530808,2.82532776314321,-0.259668742647134,1.024606169991,-0.392971101561954,0.349693344546317,-0.545781379260789,0.214923183996656,"L1"
-1.00499932239689,2.80826766744843,-0.241757453064715,0.979742427812381,-0.387113894668683,0.428073800919186,-0.57352624349456,0.201710587943955,"L1"
-0.987397930080865,2.85237947994297,-0.18589430302386,0.967083318297203,-0.334286198240992,0.473433324852844,-0.509875060402778,0.219812399431912,"L1"
-0.994044351817739,2.83663360266268,-0.165134078592634,0.925315899928625,-0.319787233745751,0.427313991315905,-0.560335212489918,0.168618680941785,"L1"
-0.95873264225107,2.8049750782218,-0.28391859728318,1.03376747866167,-0.354016323657943,0.397683652243998,-0.561961491693333,0.173200794113894,"L1"
-0.924825488387099,2.81004780627623,-0.315536408771957,1.03280414530173,-0.402924621684171,0.427506075286817,-0.594988015229681,0.201764512082498,"L1"
-0.937297380623653,2.80099228845946,-0.311749065192783,1.03659601767038,-0.406514139514715,0.393755194600465,-0.536194658642491,0.231889013507196,"L1"
-0.955488412934603,2.83066557667617,-0.244231614469653,1.03317775706945,-0.366972637511342,0.339648520955092,-0.501205872228883,0.215514450732657,"L1"
-0.96408622948499,2.84839392470117,-0.344300771147515,1.09415953873574,-0.46131283358721,0.355503053167472,-0.519347479409626,0.272416011188027,"L1"
-0.990777722184491,2.84572006106626,-0.254998992013573,1.06155537390443,-0.353236217238546,0.349253363090322,-0.489755861350702,0.196817389423634,"L1"
-1.00772636199906,2.75964811678839,-0.250676451176864,1.03100845123667,-0.410033574174487,0.313798967206757,-0.521268382710351,0.233362020860607,"L1"
-0.958038105568596,2.81149902954722,-0.356080382881837,1.0655315641005,-0.437523434091207,0.336815565356526,-0.505747357498554,0.261617936701646,"L1"
-0.985447844008061,2.8317710146593,-0.179590439452863,0.966856609656,-0.346478451785856,0.419213659481008,-0.536226923666038,0.171046028322027,"L1"
-0.998678968055026,2.86290316886787,-0.115849290767427,0.882133851017718,-0.291916208085829,0.621197623858817,-0.582784252406031,0.171446309784656,"L1"
-0.941882105122504,2.88736937913086,-0.12177424848135,0.901791392333206,-0.291432352908198,0.645472687102833,-0.558225856253505,0.206807898366436,"L1"
-1.03238788896795,2.79357310021064,-0.185426088835285,0.984202283749936,-0.318753404015408,0.390880292413435,-0.567543789890571,0.176966082814084,"L1"
-0.963358978554431,2.76977223670184,-0.353101606925643,1.14731784107959,-0.419601437982426,0.151150468791736,-0.487202413449357,0.271485187686065,"L1"
-0.998676850313536,2.73859570242002,-0.357625561250123,1.16327494545588,-0.40748067787651,0.196349223360832,-0.537625491689214,0.264570307533084,"L1"
-0.959100724266336,2.69073445116755,-0.378541029930276,1.21230416818036,-0.447365146270505,0.00284243343619237,-0.503502690857573,0.303461716411808,"L1"
-0.941973041451996,2.9068963752517,-0.158971556551413,0.967667714557316,-0.282166387818905,0.690279910697387,-0.552929767312222,0.250949542707958,"L1"
-0.993767831923837,2.74639728662983,-0.352404396764455,1.15426976264966,-0.425675806202599,0.0844262212157298,-0.471206074976805,0.288411733494878,"L1"
-0.907601801691301,2.74249300455292,-0.393107348371526,1.1542404746211,-0.431359407650063,0.016893477807506,-0.472080373631432,0.292142941511899,"L1"
-1.01216043761147,2.72379430145908,-0.313743451707937,1.1343423741643,-0.431430348572395,0.0474566728769835,-0.490039033572403,0.285603383203984,"L1"
-0.958139497027677,2.7456678847047,-0.350354807794866,1.13551689728507,-0.406307996998283,0.098093897409272,-0.551309296573902,0.254503212948416,"L1"
-0.968545229390217,2.72734991304973,-0.319711558365894,1.12077677563638,-0.387961700436763,0.0799777740069667,-0.531389401886235,0.272449895224695,"L1"
-1.0051295483519,2.65742033277803,-0.382334165453919,1.175576334969,-0.416755107082941,-0.0355850761390557,-0.544760126320153,0.267267130214443,"L1"
-1.01703494812553,2.69591359841072,-0.368822085914474,1.21165961978496,-0.420669335782621,-0.0905606342056013,-0.492635415074637,0.292550915462286,"L1"
